Title,Author,URL,Published,Summary,ID,Category
Yaps: Python Frontend to Stan,Guillaume Baudart,"[{'@href': 'http://arxiv.org/abs/1812.04125v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1812.04125v1', '@rel': 'related', '@type': 'application/pdf'}]",2018-12-06T01:24:29Z,"Stan is a popular probabilistic programming language with a self-contained
syntax and semantics that is close to graphical models. Unfortunately, existing
embeddings of Stan in Python use multi-line strings. That approach forces users
to switch between two different language styles, with no support for syntax
highlighting or simple error reporting within the Stan code. This paper tackles
the question of whether Stan could use Python syntax while retaining its
self-contained semantics. The answer is yes, that can be accomplished by
reinterpreting the Python syntax. This paper introduces Yaps, a new frontend to
Stan based on reinterpreted Python. We tested Yaps on over a thousand Stan
models and made it available open-source.",http://arxiv.org/abs/1812.04125v1,
Python for education: permutations,Andrzej Kapanowski,"[{'@href': 'http://arxiv.org/abs/1307.7042v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1307.7042v1', '@rel': 'related', '@type': 'application/pdf'}]",2013-07-26T14:18:21Z,"Python implementation of permutations is presented. Three classes are
introduced: Perm for permutations, Group for permutation groups, and PermError
to report any errors for both classes. The class Perm is based on Python
dictionaries and utilize cycle notation. The methods of calculation for the
perm order, parity, ranking and unranking are given. A random permutation
generation is also shown. The class Group is very simple and it is also based
on dictionaries. It is mainly the presentation of the permutation groups
interface with methods for the group order, subgroups (normalizer, centralizer,
center, stabilizer), orbits, and several tests. The corresponding Python code
is contained in the modules perms and groups.",http://arxiv.org/abs/1307.7042v1,
Pytrec_eval: An Extremely Fast Python Interface to trec_eval,Christophe Van Gysel,"[{'@title': 'doi', '@href': 'http://dx.doi.org/10.1145/3209978.3210065', '@rel': 'related'}, {'@href': 'http://arxiv.org/abs/1805.01597v2', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1805.01597v2', '@rel': 'related', '@type': 'application/pdf'}]",2018-05-04T03:37:03Z,"We introduce pytrec_eval, a Python interface to the tree_eval information
retrieval evaluation toolkit. pytrec_eval exposes the reference implementations
of trec_eval within Python as a native extension. We show that pytrec_eval is
around one order of magnitude faster than invoking trec_eval as a sub process
from within Python. Compared to a native Python implementation of NDCG,
pytrec_eval is twice as fast for practically-sized rankings. Finally, we
demonstrate its effectiveness in an application where pytrec_eval is combined
with Pyndri and the OpenAI Gym where query expansion is learned using
Q-learning.",http://arxiv.org/abs/1805.01597v2,
Nonparametric Estimation of the Random Coefficients Model in Python,Emil Mendoza,"[{'@href': 'http://arxiv.org/abs/2108.03582v2', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2108.03582v2', '@rel': 'related', '@type': 'application/pdf'}]",2021-08-08T07:27:49Z,"We present $\textbf{PyRMLE}$, a Python module that implements Regularized
Maximum Likelihood Estimation for the analysis of Random Coefficient models.
$\textbf{PyRMLE}$ is simple to use and readily works with data formats that are
typical to Random Coefficient problems. The module makes use of Python's
scientific libraries $\textbf{NumPy}$ and $\textbf{SciPy}$ for computational
efficiency. The main implementation of the algorithm is executed purely in
Python code which takes advantage of Python's high-level features.",http://arxiv.org/abs/2108.03582v2,
Running HMC Simulation with Python via QUDA,Shuhei Yamamoto,"[{'@href': 'http://arxiv.org/abs/2212.06657v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2212.06657v1', '@rel': 'related', '@type': 'application/pdf'}]",2022-12-13T15:40:29Z,"Lyncs-API is a Python API for Lattice QCD applications. It is designed as a
Python toolkit that allows the user to use and run various lattice QCD
libraries while programming in Python. The goal is to provide the user an easy
programming experience without scarifying performance across multiple
platforms, by preparing a common framework for various softwares for lattice
QCD calculations. As such, it contains interfaces to, e.g., c-lime, DDalphaAMG,
tmLQCD, and QUDA. In this proceeding, we focus on a Lyncs interface to QUDA,
named Lyncs-QUDA, and present a small tutorial on how to use this Python
interface to perform a HMC simulation using QUDA.",http://arxiv.org/abs/2212.06657v1,
Python client for Isabelle server,Boris Shminke,"[{'@href': 'http://arxiv.org/abs/2212.11173v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2212.11173v1', '@rel': 'related', '@type': 'application/pdf'}]",2022-12-09T12:05:28Z,"We contribute a Python client for the Isabelle server, which gives
researchers and students using Python as their primary programming language an
opportunity to communicate with the Isabelle server through TCP directly from a
Python script. Such an approach helps avoid the complexities of integrating the
existing Python script with languages used for Isabelle development (ML and
Scala). We also describe new features that appeared since the announcement of
the first version of the client a year ago. Finally, we give examples of the
client's applications in research and education and discuss known limitations
and possible directions for future development.",http://arxiv.org/abs/2212.11173v1,
"ePython: An implementation of Python for the many-core Epiphany
  coprocessor",Nick Brown,"[{'@title': 'doi', '@href': 'http://dx.doi.org/10.1109/PyHPC.2016.012', '@rel': 'related'}, {'@href': 'http://arxiv.org/abs/2010.14827v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2010.14827v1', '@rel': 'related', '@type': 'application/pdf'}]",2020-10-28T09:01:27Z,"The Epiphany is a many-core, low power, low on-chip memory architecture and
one can very cheaply gain access to a number of parallel cores which is
beneficial for HPC education and prototyping. The very low power nature of
these architectures also means that there is potential for their use in future
HPC machines, however there is a high barrier to entry in programming them due
to the associated complexities and immaturity of supporting tools.
  In this paper we present our work on ePython, a subset of Python for the
Epiphany and similar many-core co-processors. Due to the limited on-chip memory
per core we have developed a new Python interpreter and this, combined with
additional support for parallelism, has meant that novices can take advantage
of Python to very quickly write parallel codes on the Epiphany and explore
concepts of HPC using a smaller scale parallel machine. The high level nature
of Python opens up new possibilities on the Epiphany, we examine a
computationally intensive Gauss-Seidel code from the programmability and
performance perspective, discuss running Python hybrid on both the host CPU and
Epiphany, and interoperability between a full Python interpreter on the CPU and
ePython on the Epiphany. The result of this work is support for developing
Python on the Epiphany, which can be applied to other similar architectures,
that the community have already started to adopt and use to explore concepts of
parallelism and HPC.",http://arxiv.org/abs/2010.14827v1,
Characterizing Bugs in Python and R Data Analytics Programs,Shibbir Ahmed,"[{'@href': 'http://arxiv.org/abs/2306.08632v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2306.08632v1', '@rel': 'related', '@type': 'application/pdf'}]",2023-06-14T16:50:01Z,"R and Python are among the most popular languages used in many critical data
analytics tasks. However, we still do not fully understand the capabilities of
these two languages w.r.t. bugs encountered in data analytics tasks. What type
of bugs are common? What are the main root causes? What is the relation between
bugs and root causes? How to mitigate these bugs? We present a comprehensive
study of 5,068 Stack Overflow posts, 1,800 bug fix commits from GitHub
repositories, and several GitHub issues of the most used libraries to
understand bugs in R and Python. Our key findings include: while both R and
Python have bugs due to inexperience with data analysis, Python see
significantly larger data preprocessing bugs compared to R. Developers
experience significantly more data flow bugs in R because intermediate results
are often implicit. We also found changes and bugs in packages and libraries
cause more bugs in R compared to Python while package or library misselection
and conflicts cause more bugs in Python than R. While R has a slightly higher
readability barrier for data analysts, the statistical power of R leads to a
less number of bad performance bugs. In terms of data visualization, R packages
have significantly more bugs than Python libraries. We also identified a strong
correlation between comparable packages in R and Python despite their
linguistic and methodological differences. Lastly, we contribute a large
dataset of manually verified R and Python bugs.",http://arxiv.org/abs/2306.08632v1,
"Simplifying Parallelization of Scientific Codes by a Function-Centric
  Approach in Python",Jon K. Nilsen,"[{'@title': 'doi', '@href': 'http://dx.doi.org/10.1088/1749-4699/3/1/015003', '@rel': 'related'}, {'@href': 'http://arxiv.org/abs/1002.0705v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1002.0705v1', '@rel': 'related', '@type': 'application/pdf'}]",2010-02-03T12:31:14Z,"The purpose of this paper is to show how existing scientific software can be
parallelized using a separate thin layer of Python code where all parallel
communication is implemented. We provide specific examples on such layers of
code, and these examples may act as templates for parallelizing a wide set of
serial scientific codes. The use of Python for parallelization is motivated by
the fact that the language is well suited for reusing existing serial codes
programmed in other languages. The extreme flexibility of Python with regard to
handling functions makes it very easy to wrap up decomposed computational tasks
of a serial scientific application as Python functions. Many
parallelization-specific components can be implemented as generic Python
functions, which may take as input those functions that perform concrete
computational tasks. The overall programming effort needed by this
parallelization approach is rather limited, and the resulting parallel Python
scripts have a compact and clean structure. The usefulness of the
parallelization approach is exemplified by three different classes of
applications in natural and social sciences.",http://arxiv.org/abs/1002.0705v1,
"DockerizeMe: Automatic Inference of Environment Dependencies for Python
  Code Snippets",Eric Horton,"[{'@href': 'http://arxiv.org/abs/1905.11127v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1905.11127v1', '@rel': 'related', '@type': 'application/pdf'}]",2019-05-27T11:23:29Z,"Platforms like Stack Overflow and GitHub's gist system promote the sharing of
ideas and programming techniques via the distribution of code snippets designed
to illustrate particular tasks. Python, a popular and fast-growing programming
language, sees heavy use on both sites, with nearly one million questions asked
on Stack Overflow and 400 thousand public gists on GitHub. Unfortunately,
around 75% of the Python example code shared through these sites cannot be
directly executed. When run in a clean environment, over 50% of public Python
gists fail due to an import error for a missing library.
  We present DockerizeMe, a technique for inferring the dependencies needed to
execute a Python code snippet without import error. DockerizeMe starts with
offline knowledge acquisition of the resources and dependencies for popular
Python packages from the Python Package Index (PyPI). It then builds Docker
specifications using a graph-based inference procedure. Our inference procedure
resolves import errors in 892 out of nearly 3,000 gists from the Gistable
dataset for which Gistable's baseline approach could not find and install all
dependencies.",http://arxiv.org/abs/1905.11127v1,
OpenML-Python: an extensible Python API for OpenML,Matthias Feurer,"[{'@href': 'http://arxiv.org/abs/1911.02490v2', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1911.02490v2', '@rel': 'related', '@type': 'application/pdf'}]",2019-11-06T16:59:30Z,"OpenML is an online platform for open science collaboration in machine
learning, used to share datasets and results of machine learning experiments.
In this paper we introduce OpenML-Python, a client API for Python, opening up
the OpenML platform for a wide range of Python-based tools. It provides easy
access to all datasets, tasks and experiments on OpenML from within Python. It
also provides functionality to conduct machine learning experiments, upload the
results to OpenML, and reproduce results which are stored on OpenML.
Furthermore, it comes with a scikit-learn plugin and a plugin mechanism to
easily integrate other machine learning libraries written in Python into the
OpenML ecosystem. Source code and documentation is available at
https://github.com/openml/openml-python/.",http://arxiv.org/abs/1911.02490v2,
"Fast fully-reproducible serial/parallel Monte Carlo and MCMC simulations
  and visualizations via ParaMonte::Python library",Amir Shahmoradi,"[{'@href': 'http://arxiv.org/abs/2010.00724v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2010.00724v1', '@rel': 'related', '@type': 'application/pdf'}]",2020-10-01T23:26:42Z,"ParaMonte::Python (standing for Parallel Monte Carlo in Python) is a serial
and MPI-parallelized library of (Markov Chain) Monte Carlo (MCMC) routines for
sampling mathematical objective functions, in particular, the posterior
distributions of parameters in Bayesian modeling and analysis in data science,
Machine Learning, and scientific inference in general. In addition to providing
access to fast high-performance serial/parallel Monte Carlo and MCMC sampling
routines, the ParaMonte::Python library provides extensive post-processing and
visualization tools that aim to automate and streamline the process of model
calibration and uncertainty quantification in Bayesian data analysis.
Furthermore, the automatically-enabled restart functionality of
ParaMonte::Python samplers ensure seamless fully-deterministic into-the-future
restart of Monte Carlo simulations, should any interruptions happen. The
ParaMonte::Python library is MIT-licensed and is permanently maintained on
GitHub at
https://github.com/cdslaborg/paramonte/tree/master/src/interface/Python.",http://arxiv.org/abs/2010.00724v1,
"Productivity, Portability, Performance: Data-Centric Python",Alexandros Nikolaos Ziogas,"[{'@title': 'doi', '@href': 'http://dx.doi.org/10.1145/1122445.1122456', '@rel': 'related'}, {'@href': 'http://arxiv.org/abs/2107.00555v2', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2107.00555v2', '@rel': 'related', '@type': 'application/pdf'}]",2021-07-01T15:51:18Z,"Python has become the de facto language for scientific computing. Programming
in Python is highly productive, mainly due to its rich science-oriented
software ecosystem built around the NumPy module. As a result, the demand for
Python support in High Performance Computing (HPC) has skyrocketed. However,
the Python language itself does not necessarily offer high performance. In this
work, we present a workflow that retains Python's high productivity while
achieving portable performance across different architectures. The workflow's
key features are HPC-oriented language extensions and a set of automatic
optimizations powered by a data-centric intermediate representation. We show
performance results and scaling across CPU, GPU, FPGA, and the Piz Daint
supercomputer (up to 23,328 cores), with 2.47x and 3.75x speedups over
previous-best solutions, first-ever Xilinx and Intel FPGA results of annotated
Python, and up to 93.16% scaling efficiency on 512 nodes.",http://arxiv.org/abs/2107.00555v2,
PyTracer: Automatically profiling numerical instabilities in Python,Yohan Chatelain,"[{'@href': 'http://arxiv.org/abs/2112.11508v2', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2112.11508v2', '@rel': 'related', '@type': 'application/pdf'}]",2021-12-21T20:22:34Z,"Numerical stability is a crucial requirement of reliable scientific
computing. However, despite the pervasiveness of Python in data science,
analyzing large Python programs remains challenging due to the lack of scalable
numerical analysis tools available for this language. To fill this gap, we
developed PyTracer, a profiler to quantify numerical instability in Python
applications. PyTracer transparently instruments Python code to produce
numerical traces and visualize them interactively in a Plotly dashboard. We
designed PyTracer to be agnostic to numerical noise model, allowing for tool
evaluation through Monte-Carlo Arithmetic, random rounding, random data
perturbation, or structured noise for a particular application. We illustrate
PyTracer's capabilities by testing the numerical stability of key functions in
both SciPy and Scikit-learn, two dominant Python libraries for mathematical
modeling. Through these evaluations, we demonstrate PyTracer as a scalable,
automatic, and generic framework for numerical profiling in Python.",http://arxiv.org/abs/2112.11508v2,
GAP-Gen: Guided Automatic Python Code Generation,Junchen Zhao,"[{'@href': 'http://arxiv.org/abs/2201.08810v2', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2201.08810v2', '@rel': 'related', '@type': 'application/pdf'}]",2022-01-19T06:32:47Z,"Automatic code generation from natural language descriptions can be highly
beneficial during the process of software development. In this work, we propose
GAP-Gen, a Guided Automatic Python Code Generation method based on Python
syntactic constraints and semantic constraints. We first introduce Python
syntactic constraints in the form of Syntax-Flow, which is a simplified version
of Abstract Syntax Tree (AST) reducing the size and high complexity of Abstract
Syntax Tree but maintaining crucial syntactic information of Python code. In
addition to Syntax-Flow, we introduce Variable-Flow which abstracts variable
and function names consistently through out the code. In our work, rather than
pretraining, we focus on modifying the finetuning process which reduces
computational requirements but retains high generation performance on automatic
Python code generation task. GAP-Gen fine-tunes the transformer based language
models T5 and CodeT5 using the Code-to-Docstring datasets CodeSearchNet,
CodeSearchNet AdvTest and Code-Docstring Corpus from EdinburghNLP. Our
experiments show that GAP-Gen achieves better results on automatic Python code
generation task than previous works.",http://arxiv.org/abs/2201.08810v2,
Approaches to the Parallelization of Merge Sort in Python,Alexandra Yang,"[{'@href': 'http://arxiv.org/abs/2211.16479v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2211.16479v1', '@rel': 'related', '@type': 'application/pdf'}]",2022-11-26T18:26:30Z,"The theory of divide-and-conquer parallelization has been well-studied in the
past, providing a solid basis upon which to explore different approaches to the
parallelization of merge sort in Python. Python's simplicity and extensive
selection of libraries make it the most popular scientific programming
language, so it is a fitting language in which to implement and analyze these
algorithms.
  In this paper, we use Python packages multiprocessing and mpi4py to implement
several different parallel merge sort algorithms. Experiments are conducted on
an academic supercomputer, upon which benchmarks are performed using Cloudmesh.
We find that hybrid multiprocessing merge sort outperforms several other
algorithms, achieving a 1.5x speedup compared to the built-in Python sorted()
and a 34x speedup compared to sequential merge sort. Our results provide
insight into different approaches to implementing parallel merge sort in Python
and contribute to the understanding of general divide-and-conquer
parallelization in Python on both shared and distributed memory systems.",http://arxiv.org/abs/2211.16479v1,
"Faster or Slower? Performance Mystery of Python Idioms Unveiled with
  Empirical Evidence",Zejun Zhang,"[{'@href': 'http://arxiv.org/abs/2301.12633v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2301.12633v1', '@rel': 'related', '@type': 'application/pdf'}]",2023-01-30T03:28:24Z,"The usage of Python idioms is popular among Python developers in a formative
study of 101 performance-related questions of Python idioms on Stack Overflow,
we find that developers often get confused about the performance impact of
Python idioms and use anecdotal toy code or rely on personal project experience
which is often contradictory in performance outcomes. There has been no
large-scale, systematic empirical evidence to reconcile these performance
debates. In the paper, we create a large synthetic dataset with 24,126 pairs of
non-idiomatic and functionally-equivalent idiomatic code for the nine unique
Python idioms identified in Zhang et al., and reuse a large real-project
dataset of 54,879 such code pairs provided by Zhang et al. We develop a
reliable performance measurement method to compare the speedup or slowdown by
idiomatic code against non-idiomatic counterpart, and analyze the performance
discrepancies between the synthetic and real-project code, the relationships
between code features and performance changes, and the root causes of
performance changes at the bytecode level. We summarize our findings as some
actionable suggestions for using Python idioms.",http://arxiv.org/abs/2301.12633v1,
Rapid Development of Interferometric Software Using MIRIAD and Python,Peter K. G. Williams,"[{'@title': 'doi', '@href': 'http://dx.doi.org/10.1086/666604', '@rel': 'related'}, {'@href': 'http://arxiv.org/abs/1203.0330v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1203.0330v1', '@rel': 'related', '@type': 'application/pdf'}]",2012-03-01T22:07:31Z,"New and upgraded radio interferometers produce data at massive rates and will
require significant improvements in analysis techniques to reach their promised
levels of performance in a routine manner. Until these techniques are fully
developed, productivity and accessibility in scientific programming
environments will be key bottlenecks in the pipeline leading from data-taking
to research results. We present an open-source software package, miriad-python,
that allows access to the MIRIAD interferometric reduction system in the Python
programming language. The modular design of MIRIAD and the high productivity
and accessibility of Python provide an excellent foundation for rapid
development of interferometric software. Several other projects with similar
goals exist and we describe them and compare miriad-python to them in detail.
Along with an overview of the package design, we present sample code and
applications, including the detection of millisecond astrophysical transients,
determination and application of nonstandard calibration parameters,
interactive data visualization, and a reduction pipeline using a directed
acyclic graph dependency model analogous to that of the traditional Unix tool
""make"". The key aspects of the miriad-python software project are documented.
We find that miriad-python provides an extremely effective environment for
prototyping new interferometric software, though certain existing packages
provide far more infrastructure for some applications. While equivalent
software written in compiled languages can be much faster than Python, there
are many situations in which execution time is profitably exchanged for speed
of development, code readability, accessibility to nonexpert programmers, quick
interlinking with foreign software packages, and other virtues of the Python
language.",http://arxiv.org/abs/1203.0330v1,
Toward Efficient Interactions between Python and Native Libraries,Jialiang Tan,"[{'@title': 'doi', '@href': 'http://dx.doi.org/10.1145/3468264.3468541', '@rel': 'related'}, {'@href': 'http://arxiv.org/abs/2107.00064v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2107.00064v1', '@rel': 'related', '@type': 'application/pdf'}]",2021-06-11T00:48:02Z,"Python has become a popular programming language because of its excellent
programmability. Many modern software packages utilize Python for high-level
algorithm design and depend on native libraries written in C/C++/Fortran for
efficient computation kernels. Interaction between Python code and native
libraries introduces performance losses because of the abstraction lying on the
boundary of Python and native libraries. On the one side, Python code,
typically run with interpretation, is disjoint from its execution behavior. On
the other side, native libraries do not include program semantics to understand
algorithm defects.
  To understand the interaction inefficiencies, we extensively study a large
collection of Python software packages and categorize them according to the
root causes of inefficiencies. We extract two inefficiency patterns that are
common in interaction inefficiencies. Based on these patterns, we develop
PieProf, a lightweight profiler, to pinpoint interaction inefficiencies in
Python applications. The principle of PieProf is to measure the inefficiencies
in the native execution and associate inefficiencies with high-level Python
code to provide a holistic view. Guided by PieProf, we optimize 17 real-world
applications, yielding speedups up to 6.3$\times$ on application level.",http://arxiv.org/abs/2107.00064v1,
"Improving Tese Case Generation for Python Native Libraries Through
  Constraints on Input Data Structures",Xin Zhang,"[{'@href': 'http://arxiv.org/abs/2206.13828v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2206.13828v1', '@rel': 'related', '@type': 'application/pdf'}]",2022-06-28T08:47:33Z,"Modern Python projects execute computational functions using native libraries
and give Python interfaces to boost execution speed; hence, testing these
libraries becomes critical to the project's robustness. One challenge is that
existing approaches use coverage to guide generation, but native libraries run
as black boxes to Python code with no execution information. Another is that
dynamic binary instrumentation reduces testing performance as it needs to
monitor both native libraries and the Python virtual machine.
  To address these challenges, in this paper, we propose an automated test case
generation approach that works at the Python code layer. Our insight is that
many path conditions in native libraries are for processing input data
structures through interacting with the VM. In our approach, we instrument the
Python Interpreter to monitor the interactions between native libraries and VM,
derive constraints on the structures, and then use the constraints to guide
test case generation. We implement our approach in a tool named PyCing and
apply it to six widely-used Python projects. The experimental results reveal
that with the structure constraint guidance, PyCing can cover more execution
paths than existing test cases and state-of-the-art tools. Also, with the
checkers in the testing framework Pytest, PyCing can identify segmentation
faults in 10 Python interfaces and memory leaks in 9. Our instrumentation
strategy also has an acceptable influence on testing efficiency.",http://arxiv.org/abs/2206.13828v1,
"binary_c-python: A Python-based stellar population synthesis tool and
  interface to binary_c",D. D. Hendriks,"[{'@title': 'doi', '@href': 'http://dx.doi.org/10.21105/joss.04642', '@rel': 'related'}, {'@href': 'http://arxiv.org/abs/2306.02779v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2306.02779v1', '@rel': 'related', '@type': 'application/pdf'}]",2023-06-05T11:04:17Z,"We present the software package binary_c-python which provides a convenient
and easy-to-use interface to the binary_c framework, allowing the user to
rapidly evolve individual systems and populations of stars. binary_c-python is
available on Pip and on GitLab. binary_c-python contains many useful features
to control and process the output of binary_c, like by providing
binary_c-python with logging statements that are dynamically compiled and
loaded into binary_c. Moreover, we have recently added standardised output of
events like Roche-lobe overflow or double compact-object formation to binary_c,
and automatic parsing and managing of that output in binary_c-python.
binary_c-python uses multiprocessing to utilise all the cores on a particular
machine, and can run populations with HPC cluster workload managers like
HTCondor and Slurm, allowing the user to run simulations on large computing
clusters. We provide documentation that is automatically generated based on
docstrings and a suite of Jupyter notebooks. These notebooks consist of
technical tutorials on how to use binary_c-python and use-case scenarios aimed
at doing science. Much of binary_c-python is covered by unit tests to ensure
reliability and correctness, and the test coverage is continually increased as
the package is improved.",http://arxiv.org/abs/2306.02779v1,
"PyMsOfa: A Python Package for the Standards of Fundamental Astronomy
  (SOFA) Service",Jianghui Ji,"[{'@href': 'http://arxiv.org/abs/2310.08673v2', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/2310.08673v2', '@rel': 'related', '@type': 'application/pdf'}]",2023-10-12T19:11:41Z,"The Standards of Fundamental Astronomy (SOFA) is a service provided by the
International Astronomical Union (IAU) that offers algorithms and software for
astronomical calculations, which was released in two versions by FORTRAN 77 and
ANSI C, respectively. In this work, we implement the python package PyMsOfa for
SOFA service by three ways: (1) a python wrapper package based on a foreign
function library for Python (ctypes), (2) a python wrapper package with the
foreign function interface for Python calling C code (cffi), and (3) a python
package directly written in pure python codes from SOFA subroutines. The
package PyMsOfa has fully implemented 247 functions of the original SOFA
routines. In addition, PyMsOfa is also extensively examined, which is exactly
consistent with those test examples given by the original SOFA. This python
package can be suitable to not only the astrometric detection of habitable
planets of the Closeby Habitable Exoplanet Survey (CHES) mission (Ji et al.
2022), but also for the frontiers themes of black holes and dark matter related
to astrometric calculations and other fields. The source codes are available
via https://github.com/CHES2023/PyMsOfa.",http://arxiv.org/abs/2310.08673v2,
Python for Education: Computational Methods for Nonlinear Systems,Christopher R. Myers,"[{'@href': 'http://arxiv.org/abs/0704.3182v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/0704.3182v1', '@rel': 'related', '@type': 'application/pdf'}]",2007-04-24T18:55:17Z,"We describe a novel, interdisciplinary, computational methods course that
uses Python and associated numerical and visualization libraries to enable
students to implement simulations for a number of different course modules.
Problems in complex networks, biomechanics, pattern formation, and gene
regulation are highlighted to illustrate the breadth and flexibility of
Python-powered computational environments.",http://arxiv.org/abs/0704.3182v1,
Implementation of Kalman Filter with Python Language,Mohamed Laaraiedh,"[{'@href': 'http://arxiv.org/abs/1204.0375v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1204.0375v1', '@rel': 'related', '@type': 'application/pdf'}]",2012-04-02T11:40:41Z,"In this paper, we investigate the implementation of a Python code for a
Kalman Filter using the Numpy package. A Kalman Filtering is carried out in two
steps: Prediction and Update. Each step is investigated and coded as a function
with matrix input and output. These different functions are explained and an
example of a Kalman Filter application for the localization of mobile in
wireless networks is given.",http://arxiv.org/abs/1204.0375v1,
A Framework for Distributed Deep Learning Layer Design in Python,Clay McLeod,"[{'@href': 'http://arxiv.org/abs/1510.07303v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1510.07303v1', '@rel': 'related', '@type': 'application/pdf'}]",2015-10-25T21:04:12Z,"In this paper, a framework for testing Deep Neural Network (DNN) design in
Python is presented. First, big data, machine learning (ML), and Artificial
Neural Networks (ANNs) are discussed to familiarize the reader with the
importance of such a system. Next, the benefits and detriments of implementing
such a system in Python are presented. Lastly, the specifics of the system are
explained, and some experimental results are presented to prove the
effectiveness of the system.",http://arxiv.org/abs/1510.07303v1,
Want Drugs? Use Python,Michał Nowotka,"[{'@href': 'http://arxiv.org/abs/1607.00378v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1607.00378v1', '@rel': 'related', '@type': 'application/pdf'}]",2016-07-01T19:02:36Z,"We describe how Python can be leveraged to streamline the curation, modelling
and dissemination of drug discovery data as well as the development of
innovative, freely available tools for the related scientific community. We
look at various examples, such as chemistry toolkits, machine-learning
applications and web frameworks and show how Python can glue it all together to
create efficient data science pipelines.",http://arxiv.org/abs/1607.00378v1,
Geoplotlib: a Python Toolbox for Visualizing Geographical Data,Andrea Cuttone,"[{'@href': 'http://arxiv.org/abs/1608.01933v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1608.01933v1', '@rel': 'related', '@type': 'application/pdf'}]",2016-08-05T16:39:27Z,"We introduce geoplotlib, an open-source python toolbox for visualizing
geographical data. geoplotlib supports the development of hardware-accelerated
interactive visualizations in pure python, and provides implementations of dot
maps, kernel density estimation, spatial graphs, Voronoi tesselation,
shapefiles and many more common spatial visualizations. We describe geoplotlib
design, functionalities and use cases.",http://arxiv.org/abs/1608.01933v1,
"Powerbox: A Python package for creating structured fields with isotropic
  power spectra",Steven G. Murray,"[{'@title': 'doi', '@href': 'http://dx.doi.org/10.21105/joss.00850', '@rel': 'related'}, {'@href': 'http://arxiv.org/abs/1809.05030v1', '@rel': 'alternate', '@type': 'text/html'}, {'@title': 'pdf', '@href': 'http://arxiv.org/pdf/1809.05030v1', '@rel': 'related', '@type': 'application/pdf'}]",2018-08-27T00:21:57Z,"Powerbox is a pure-Python package for creating and measuring structured
fields with homogeneous and isotropic power spectra.",http://arxiv.org/abs/1809.05030v1,
